statistics_code;statistics_label;time_code;time_label;time;1_variable_code;1_variable_label;1_variable_attribute_code;1_variable_attribute_label;2_variable_code;2_variable_label;2_variable_attribute_code;2_variable_attribute_label;3_variable_code;3_variable_label;3_variable_attribute_code;3_variable_attribute_label;value;value_unit;value_variable_code;value_variable_label;value_q
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;16;Thüringen;ALTGR2;Alter (10er-Jahresgruppen);ALT010B019;10 bis 19 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-WELT-SONST;Sonstige Welt;6599;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;16;Thüringen;ALTGR2;Alter (10er-Jahresgruppen);ALT040B049;40 bis 49 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EU27-2020;EU27-Land (EU_2020);8706;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;02;Hamburg;ALTGR2;Alter (10er-Jahresgruppen);ALT040B049;40 bis 49 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-SONST;Sonstige;323;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;15;Sachsen-Anhalt;ALTGR2;Alter (10er-Jahresgruppen);ALT000B009;Unter 10 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND000;Deutschland;156289;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;03;Niedersachsen;ALTGR2;Alter (10er-Jahresgruppen);;Insgesamt;STAGR2;Staatsangehörigkeit (Gruppen);LAND-WELT-SONST;Sonstige Welt;268907;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;07;Rheinland-Pfalz;ALTGR2;Alter (10er-Jahresgruppen);ALT050B059;50 bis 59 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-WELT-SONST;Sonstige Welt;12550;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;16;Thüringen;ALTGR2;Alter (10er-Jahresgruppen);ALT060B069;60 bis 69 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-WELT-SONST;Sonstige Welt;1811;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;09;Bayern;ALTGR2;Alter (10er-Jahresgruppen);ALT010B019;10 bis 19 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-WELT-SONST;Sonstige Welt;41674;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;10;Saarland;ALTGR2;Alter (10er-Jahresgruppen);ALT070B079;70 bis 79 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EUR-SONST;Sonstiges Europa;1650;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;02;Hamburg;ALTGR2;Alter (10er-Jahresgruppen);ALT050B059;50 bis 59 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EUR-SONST;Sonstiges Europa;13717;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;12;Brandenburg;ALTGR2;Alter (10er-Jahresgruppen);ALT060B069;60 bis 69 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EU27-2020;EU27-Land (EU_2020);2992;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;03;Niedersachsen;ALTGR2;Alter (10er-Jahresgruppen);ALT030B039;30 bis 39 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EU27-2020;EU27-Land (EU_2020);59530;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;05;Nordrhein-Westfalen;ALTGR2;Alter (10er-Jahresgruppen);ALT070B079;70 bis 79 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EU27-2020;EU27-Land (EU_2020);49404;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;15;Sachsen-Anhalt;ALTGR2;Alter (10er-Jahresgruppen);ALT080BXXX;80 Jahre und älter;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EUR-SONST;Sonstiges Europa;482;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;01;Schleswig-Holstein;ALTGR2;Alter (10er-Jahresgruppen);ALT070B079;70 bis 79 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-SONST;Sonstige;58;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;10;Saarland;ALTGR2;Alter (10er-Jahresgruppen);ALT020B029;20 bis 29 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EU27-2020;EU27-Land (EU_2020);7867;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;03;Niedersachsen;ALTGR2;Alter (10er-Jahresgruppen);ALT010B019;10 bis 19 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-SONST;Sonstige;2487;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;01;Schleswig-Holstein;ALTGR2;Alter (10er-Jahresgruppen);ALT000B009;Unter 10 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EUR-SONST;Sonstiges Europa;5904;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;11;Berlin;ALTGR2;Alter (10er-Jahresgruppen);ALT000B009;Unter 10 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-WELT-SONST;Sonstige Welt;25676;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;04;Bremen;ALTGR2;Alter (10er-Jahresgruppen);ALT040B049;40 bis 49 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EU27-2020;EU27-Land (EU_2020);7100;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;01;Schleswig-Holstein;ALTGR2;Alter (10er-Jahresgruppen);ALT010B019;10 bis 19 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-WELT-SONST;Sonstige Welt;14224;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;13;Mecklenburg-Vorpommern;ALTGR2;Alter (10er-Jahresgruppen);ALT070B079;70 bis 79 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EU27-2020;EU27-Land (EU_2020);493;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;08;Baden-Württemberg;ALTGR2;Alter (10er-Jahresgruppen);ALT030B039;30 bis 39 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-WELT-SONST;Sonstige Welt;98688;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;10;Saarland;ALTGR2;Alter (10er-Jahresgruppen);ALT030B039;30 bis 39 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EUR-SONST;Sonstiges Europa;5076;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;02;Hamburg;ALTGR2;Alter (10er-Jahresgruppen);ALT020B029;20 bis 29 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EU27-2020;EU27-Land (EU_2020);14587;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;02;Hamburg;ALTGR2;Alter (10er-Jahresgruppen);ALT010B019;10 bis 19 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EUR-SONST;Sonstiges Europa;5477;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;02;Hamburg;ALTGR2;Alter (10er-Jahresgruppen);ALT030B039;30 bis 39 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND000;Deutschland;220935;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;07;Rheinland-Pfalz;ALTGR2;Alter (10er-Jahresgruppen);ALT080BXXX;80 Jahre und älter;STAGR2;Staatsangehörigkeit (Gruppen);LAND-SONST;Sonstige;18;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;16;Thüringen;ALTGR2;Alter (10er-Jahresgruppen);ALT000B009;Unter 10 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EUR-SONST;Sonstiges Europa;4240;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;12;Brandenburg;ALTGR2;Alter (10er-Jahresgruppen);ALT000B009;Unter 10 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-WELT-SONST;Sonstige Welt;8597;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;01;Schleswig-Holstein;ALTGR2;Alter (10er-Jahresgruppen);ALT060B069;60 bis 69 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-SONST;Sonstige;110;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;02;Hamburg;ALTGR2;Alter (10er-Jahresgruppen);ALT010B019;10 bis 19 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-WELT-SONST;Sonstige Welt;11000;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;02;Hamburg;ALTGR2;Alter (10er-Jahresgruppen);ALT000B009;Unter 10 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EU27-2020;EU27-Land (EU_2020);8029;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;03;Niedersachsen;ALTGR2;Alter (10er-Jahresgruppen);ALT000B009;Unter 10 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-SONST;Sonstige;3047;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;10;Saarland;ALTGR2;Alter (10er-Jahresgruppen);ALT020B029;20 bis 29 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-WELT-SONST;Sonstige Welt;10655;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;01;Schleswig-Holstein;ALTGR2;Alter (10er-Jahresgruppen);ALT040B049;40 bis 49 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND000;Deutschland;300527;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;03;Niedersachsen;ALTGR2;Alter (10er-Jahresgruppen);ALT070B079;70 bis 79 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EU27-2020;EU27-Land (EU_2020);13692;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;03;Niedersachsen;ALTGR2;Alter (10er-Jahresgruppen);ALT020B029;20 bis 29 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EUR-SONST;Sonstiges Europa;31362;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;02;Hamburg;ALTGR2;Alter (10er-Jahresgruppen);ALT030B039;30 bis 39 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-SONST;Sonstige;498;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;08;Baden-Württemberg;ALTGR2;Alter (10er-Jahresgruppen);ALT050B059;50 bis 59 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-WELT-SONST;Sonstige Welt;32635;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;07;Rheinland-Pfalz;ALTGR2;Alter (10er-Jahresgruppen);ALT010B019;10 bis 19 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND000;Deutschland;324701;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;09;Bayern;ALTGR2;Alter (10er-Jahresgruppen);ALT030B039;30 bis 39 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-WELT-SONST;Sonstige Welt;106985;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;11;Berlin;ALTGR2;Alter (10er-Jahresgruppen);ALT050B059;50 bis 59 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-SONST;Sonstige;1796;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;16;Thüringen;ALTGR2;Alter (10er-Jahresgruppen);ALT040B049;40 bis 49 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-WELT-SONST;Sonstige Welt;5504;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;04;Bremen;ALTGR2;Alter (10er-Jahresgruppen);ALT050B059;50 bis 59 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EUR-SONST;Sonstiges Europa;6530;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;09;Bayern;ALTGR2;Alter (10er-Jahresgruppen);ALT080BXXX;80 Jahre und älter;STAGR2;Staatsangehörigkeit (Gruppen);LAND-WELT-SONST;Sonstige Welt;2472;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;16;Thüringen;ALTGR2;Alter (10er-Jahresgruppen);ALT020B029;20 bis 29 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND000;Deutschland;137557;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;12;Brandenburg;ALTGR2;Alter (10er-Jahresgruppen);ALT050B059;50 bis 59 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EUR-SONST;Sonstiges Europa;4226;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;13;Mecklenburg-Vorpommern;ALTGR2;Alter (10er-Jahresgruppen);ALT030B039;30 bis 39 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EU27-2020;EU27-Land (EU_2020);5931;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;09;Bayern;ALTGR2;Alter (10er-Jahresgruppen);ALT010B019;10 bis 19 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND000;Deutschland;1033877;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;15;Sachsen-Anhalt;ALTGR2;Alter (10er-Jahresgruppen);ALT060B069;60 bis 69 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-WELT-SONST;Sonstige Welt;1393;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;01;Schleswig-Holstein;ALTGR2;Alter (10er-Jahresgruppen);ALT050B059;50 bis 59 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EU27-2020;EU27-Land (EU_2020);12572;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;15;Sachsen-Anhalt;ALTGR2;Alter (10er-Jahresgruppen);ALT070B079;70 bis 79 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EU27-2020;EU27-Land (EU_2020);602;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;06;Hessen;ALTGR2;Alter (10er-Jahresgruppen);ALT020B029;20 bis 29 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EU27-2020;EU27-Land (EU_2020);58106;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;11;Berlin;ALTGR2;Alter (10er-Jahresgruppen);ALT020B029;20 bis 29 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-WELT-SONST;Sonstige Welt;63054;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;12;Brandenburg;ALTGR2;Alter (10er-Jahresgruppen);ALT000B009;Unter 10 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EU27-2020;EU27-Land (EU_2020);4350;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;07;Rheinland-Pfalz;ALTGR2;Alter (10er-Jahresgruppen);ALT010B019;10 bis 19 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EUR-SONST;Sonstiges Europa;13718;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;12;Brandenburg;ALTGR2;Alter (10er-Jahresgruppen);ALT080BXXX;80 Jahre und älter;STAGR2;Staatsangehörigkeit (Gruppen);LAND-SONST;Sonstige;4;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;05;Nordrhein-Westfalen;ALTGR2;Alter (10er-Jahresgruppen);;Insgesamt;STAGR2;Staatsangehörigkeit (Gruppen);LAND000;Deutschland;15322409;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;15;Sachsen-Anhalt;ALTGR2;Alter (10er-Jahresgruppen);ALT080BXXX;80 Jahre und älter;STAGR2;Staatsangehörigkeit (Gruppen);LAND000;Deutschland;195169;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;06;Hessen;ALTGR2;Alter (10er-Jahresgruppen);ALT060B069;60 bis 69 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-SONST;Sonstige;419;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;02;Hamburg;ALTGR2;Alter (10er-Jahresgruppen);ALT080BXXX;80 Jahre und älter;STAGR2;Staatsangehörigkeit (Gruppen);LAND000;Deutschland;107172;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;16;Thüringen;ALTGR2;Alter (10er-Jahresgruppen);ALT040B049;40 bis 49 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EUR-SONST;Sonstiges Europa;4741;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;12;Brandenburg;ALTGR2;Alter (10er-Jahresgruppen);ALT070B079;70 bis 79 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-SONST;Sonstige;25;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;08;Baden-Württemberg;ALTGR2;Alter (10er-Jahresgruppen);ALT080BXXX;80 Jahre und älter;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EU27-2020;EU27-Land (EU_2020);18666;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;08;Baden-Württemberg;ALTGR2;Alter (10er-Jahresgruppen);ALT000B009;Unter 10 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-SONST;Sonstige;9219;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;12;Brandenburg;ALTGR2;Alter (10er-Jahresgruppen);ALT010B019;10 bis 19 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EUR-SONST;Sonstiges Europa;6256;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;07;Rheinland-Pfalz;ALTGR2;Alter (10er-Jahresgruppen);ALT030B039;30 bis 39 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-SONST;Sonstige;720;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;06;Hessen;ALTGR2;Alter (10er-Jahresgruppen);ALT070B079;70 bis 79 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EUR-SONST;Sonstiges Europa;18929;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;02;Hamburg;ALTGR2;Alter (10er-Jahresgruppen);ALT060B069;60 bis 69 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND000;Deutschland;164856;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;08;Baden-Württemberg;ALTGR2;Alter (10er-Jahresgruppen);ALT040B049;40 bis 49 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EUR-SONST;Sonstiges Europa;117477;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;12;Brandenburg;ALTGR2;Alter (10er-Jahresgruppen);ALT020B029;20 bis 29 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-SONST;Sonstige;648;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;12;Brandenburg;ALTGR2;Alter (10er-Jahresgruppen);ALT020B029;20 bis 29 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-WELT-SONST;Sonstige Welt;13141;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;14;Sachsen;ALTGR2;Alter (10er-Jahresgruppen);ALT020B029;20 bis 29 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EUR-SONST;Sonstiges Europa;8705;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;11;Berlin;ALTGR2;Alter (10er-Jahresgruppen);ALT050B059;50 bis 59 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EU27-2020;EU27-Land (EU_2020);25219;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;10;Saarland;ALTGR2;Alter (10er-Jahresgruppen);;Insgesamt;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EU27-2020;EU27-Land (EU_2020);55622;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;10;Saarland;ALTGR2;Alter (10er-Jahresgruppen);ALT000B009;Unter 10 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-WELT-SONST;Sonstige Welt;8377;Anzahl;PRS018;Personen;e
1000A;Bevölkerung kompakt (Gebietsstand 15.05.2022);STAG;Stichtag;2022-05-15;GEOBL1;Bundesländer;04;Bremen;ALTGR2;Alter (10er-Jahresgruppen);ALT000B009;Unter 10 Jahre;STAGR2;Staatsangehörigkeit (Gruppen);LAND-EU27-2020;EU27-Land (EU_2020);4229;Anzahl;PRS018;Personen;e
